Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Capital Gains
2025-09-23 00:00:00-04:00,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,60275200,0.0,0.0,AAPL,
2025-09-24 00:00:00-04:00,255.22000122070312,255.74000549316406,251.0399932861328,252.30999755859375,42303700,0.0,0.0,AAPL,
2025-09-25 00:00:00-04:00,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,55202100,0.0,0.0,AAPL,
2025-09-26 00:00:00-04:00,254.10000610351562,257.6000061035156,253.77999877929688,255.4600067138672,46076300,0.0,0.0,AAPL,
2025-09-29 00:00:00-04:00,254.55999755859375,255.0,253.00999450683594,254.42999267578125,40127700,0.0,0.0,AAPL,
2025-09-30 00:00:00-04:00,254.86000061035156,255.9199981689453,253.11000061035156,254.6300048828125,37704300,0.0,0.0,AAPL,
2025-10-01 00:00:00-04:00,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,48713900,0.0,0.0,AAPL,
2025-10-02 00:00:00-04:00,256.5799865722656,258.17999267578125,254.14999389648438,257.1300048828125,42630200,0.0,0.0,AAPL,
2025-10-03 00:00:00-04:00,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,49155600,0.0,0.0,AAPL,
2025-10-06 00:00:00-04:00,257.989990234375,259.07000732421875,255.0500030517578,256.69000244140625,44664100,0.0,0.0,AAPL,
2025-10-07 00:00:00-04:00,256.80999755859375,257.3999938964844,255.42999267578125,256.4800109863281,31955800,0.0,0.0,AAPL,
2025-10-08 00:00:00-04:00,256.5199890136719,258.5199890136719,256.1099853515625,258.05999755859375,36496900,0.0,0.0,AAPL,
2025-10-09 00:00:00-04:00,257.80999755859375,258.0,253.13999938964844,254.0399932861328,38322000,0.0,0.0,AAPL,
2025-10-10 00:00:00-04:00,254.94000244140625,256.3800048828125,244.0,245.27000427246094,61999100,0.0,0.0,AAPL,
2025-10-13 00:00:00-04:00,249.3800048828125,249.69000244140625,245.55999755859375,247.66000366210938,38142900,0.0,0.0,AAPL,
2025-10-14 00:00:00-04:00,246.60000610351562,248.85000610351562,244.6999969482422,247.77000427246094,35478000,0.0,0.0,AAPL,
2025-10-15 00:00:00-04:00,249.49000549316406,251.82000732421875,247.47000122070312,249.33999633789062,33893600,0.0,0.0,AAPL,
2025-10-16 00:00:00-04:00,248.25,249.0399932861328,245.1300048828125,247.4499969482422,39777000,0.0,0.0,AAPL,
2025-10-17 00:00:00-04:00,248.02000427246094,253.3800048828125,247.27000427246094,252.2899932861328,49147000,0.0,0.0,AAPL,
2025-10-20 00:00:00-04:00,255.88999938964844,264.3800048828125,255.6300048828125,262.239990234375,90483000,0.0,0.0,AAPL,
2025-10-21 00:00:00-04:00,261.8800048828125,265.2900085449219,261.8299865722656,262.7699890136719,46695900,0.0,0.0,AAPL,
2025-10-22 00:00:00-04:00,262.6499938964844,262.8500061035156,255.42999267578125,258.45001220703125,44954300,0.0,0.0,AAPL,
2025-09-23 00:00:00-04:00,253.0399932861328,254.36000061035156,250.47999572753906,251.66000366210938,26628000,0.0,0.0,GOOGL,
2025-09-24 00:00:00-04:00,251.66000366210938,252.35000610351562,246.44000244140625,247.13999938964844,28201000,0.0,0.0,GOOGL,
2025-09-25 00:00:00-04:00,244.39999389648438,246.49000549316406,240.74000549316406,245.7899932861328,31020400,0.0,0.0,GOOGL,
2025-09-26 00:00:00-04:00,247.07000732421875,249.4199981689453,245.97000122070312,246.5399932861328,18503200,0.0,0.0,GOOGL,
2025-09-29 00:00:00-04:00,247.85000610351562,251.14999389648438,242.77000427246094,244.0500030517578,32505800,0.0,0.0,GOOGL,
2025-09-30 00:00:00-04:00,242.80999755859375,243.2899932861328,239.25,243.10000610351562,34724300,0.0,0.0,GOOGL,
2025-10-01 00:00:00-04:00,240.75,246.3000030517578,238.61000061035156,244.89999389648438,31658200,0.0,0.0,GOOGL,
2025-10-02 00:00:00-04:00,245.14999389648438,246.80999755859375,242.3000030517578,245.69000244140625,25483300,0.0,0.0,GOOGL,
2025-10-03 00:00:00-04:00,244.49000549316406,246.3000030517578,241.66000366210938,245.35000610351562,30249600,0.0,0.0,GOOGL,
2025-10-06 00:00:00-04:00,244.77999877929688,251.32000732421875,244.5800018310547,250.42999267578125,28894700,0.0,0.0,GOOGL,
2025-10-07 00:00:00-04:00,248.27000427246094,250.44000244140625,245.52000427246094,245.75999450683594,23181300,0.0,0.0,GOOGL,
2025-10-08 00:00:00-04:00,244.9600067138672,246.00999450683594,243.82000732421875,244.6199951171875,21307100,0.0,0.0,GOOGL,
2025-10-09 00:00:00-04:00,244.47000122070312,244.75999450683594,239.14999389648438,241.52999877929688,27892100,0.0,0.0,GOOGL,
2025-10-10 00:00:00-04:00,241.42999267578125,244.08999633789062,235.83999633789062,236.57000732421875,33180300,0.0,0.0,GOOGL,
2025-10-13 00:00:00-04:00,240.2100067138672,244.5,239.7100067138672,244.14999389648438,24995000,0.0,0.0,GOOGL,
2025-10-14 00:00:00-04:00,241.22999572753906,247.1199951171875,240.50999450683594,245.4499969482422,22111600,0.0,0.0,GOOGL,
2025-10-15 00:00:00-04:00,247.25,252.11000061035156,245.99000549316406,251.02999877929688,27007700,0.0,0.0,GOOGL,
2025-10-16 00:00:00-04:00,251.77000427246094,256.9599914550781,250.10000610351562,251.4600067138672,27997200,0.0,0.0,GOOGL,
2025-10-17 00:00:00-04:00,250.75999450683594,254.22000122070312,247.80999755859375,253.3000030517578,29671600,0.0,0.0,GOOGL,
2025-10-20 00:00:00-04:00,254.69000244140625,257.3299865722656,254.22999572753906,256.54998779296875,22350200,0.0,0.0,GOOGL,
2025-10-21 00:00:00-04:00,254.74000549316406,254.8800048828125,244.14999389648438,250.4600067138672,47312100,0.0,0.0,GOOGL,
2025-10-22 00:00:00-04:00,254.3699951171875,256.3599853515625,249.2899932861328,251.69000244140625,34994400,0.0,0.0,GOOGL,
2025-09-23 00:00:00-04:00,513.7999877929688,514.5900268554688,507.30999755859375,509.2300109863281,19799600,0.0,0.0,MSFT,
2025-09-24 00:00:00-04:00,510.3800048828125,512.47998046875,506.9200134277344,510.1499938964844,13533700,0.0,0.0,MSFT,
2025-09-25 00:00:00-04:00,508.29998779296875,510.010009765625,505.0400085449219,507.0299987792969,15786500,0.0,0.0,MSFT,
2025-09-26 00:00:00-04:00,510.05999755859375,513.9400024414062,506.6199951171875,511.4599914550781,16213100,0.0,0.0,MSFT,
2025-09-29 00:00:00-04:00,511.5,516.8499755859375,508.8800048828125,514.5999755859375,17617800,0.0,0.0,MSFT,
2025-09-30 00:00:00-04:00,513.239990234375,518.1599731445312,509.6600036621094,517.9500122070312,19728200,0.0,0.0,MSFT,
2025-10-01 00:00:00-04:00,514.7999877929688,520.510009765625,511.69000244140625,519.7100219726562,22632300,0.0,0.0,MSFT,
2025-10-02 00:00:00-04:00,517.6400146484375,521.5999755859375,510.67999267578125,515.739990234375,21222900,0.0,0.0,MSFT,
2025-10-03 00:00:00-04:00,517.0999755859375,520.489990234375,515.0,517.3499755859375,15112300,0.0,0.0,MSFT,
2025-10-06 00:00:00-04:00,518.6099853515625,531.030029296875,518.2000122070312,528.5700073242188,21388600,0.0,0.0,MSFT,
2025-10-07 00:00:00-04:00,528.2899780273438,529.7999877929688,521.4400024414062,523.97998046875,14615200,0.0,0.0,MSFT,
2025-10-08 00:00:00-04:00,523.280029296875,526.9500122070312,523.0900268554688,524.8499755859375,13363400,0.0,0.0,MSFT,
2025-10-09 00:00:00-04:00,522.3400268554688,524.3300170898438,517.4000244140625,522.4000244140625,18343600,0.0,0.0,MSFT,
2025-10-10 00:00:00-04:00,519.6400146484375,523.5800170898438,509.6300048828125,510.9599914550781,24133800,0.0,0.0,MSFT,
2025-10-13 00:00:00-04:00,516.4099731445312,516.4099731445312,511.67999267578125,514.0499877929688,14284200,0.0,0.0,MSFT,
2025-10-14 00:00:00-04:00,510.2300109863281,515.280029296875,506.0,513.5700073242188,14684300,0.0,0.0,MSFT,
2025-10-15 00:00:00-04:00,514.9600219726562,517.1900024414062,510.0,513.4299926757812,14694700,0.0,0.0,MSFT,
2025-10-16 00:00:00-04:00,512.5800170898438,516.8499755859375,508.1300048828125,511.6099853515625,15559600,0.0,0.0,MSFT,
2025-10-17 00:00:00-04:00,509.0400085449219,515.47998046875,507.30999755859375,513.5800170898438,19867800,0.0,0.0,MSFT,
2025-10-20 00:00:00-04:00,514.6099853515625,518.7000122070312,513.4299926757812,516.7899780273438,14665600,0.0,0.0,MSFT,
2025-10-21 00:00:00-04:00,517.5,518.6900024414062,513.0399780273438,517.6599731445312,15586200,0.0,0.0,MSFT,
2025-10-22 00:00:00-04:00,521.1500244140625,525.22998046875,517.7100219726562,520.5399780273438,18947700,0.0,0.0,MSFT,
2025-09-23 00:00:00-04:00,329.07520778139616,329.44417721583295,326.6718850160623,327.18048095703125,3455200,0.0,0.0,VTI,0.0
2025-09-24 00:00:00-04:00,327.9882329626831,327.9982149797115,325.3655188544293,325.98382568359375,2957000,0.0,0.0,VTI,0.0
2025-09-25 00:00:00-04:00,324.3184428160595,324.9367192142056,322.4835472227624,324.2386779785156,4108100,0.0,0.0,VTI,0.0
2025-09-26 00:00:00-04:00,324.98660820132136,326.432570366556,324.31845213166196,326.27301025390625,3169300,0.0,0.0,VTI,0.0
2025-09-29 00:00:00-04:00,327.69000244140625,327.80999755859375,326.2799987792969,327.1000061035156,3711800,0.907,0.0,VTI,0.0
2025-09-30 00:00:00-04:00,326.8999938964844,328.3599853515625,325.8800048828125,328.1700134277344,4210900,0.0,0.0,VTI,0.0
