ticker,lag_period,correlation,correlation_abs,p_value,significant,strength,direction,valid_data_points,avg_sentiment,sentiment_range,avg_daily_return,return_volatility,price_change_pct
AMZN,3_day_ahead,,,,False,Insufficient Data,N/A,1,0.06324999318420371,0.5903996101364523,-0.5893385802494914,2.3036380362850974,-1.8108122607599648
AMZN,5_day_ahead,,,,False,Insufficient Data,N/A,0,0.06324999318420371,0.5903996101364523,-0.5893385802494914,2.3036380362850974,-1.8108122607599648
WMT,same_day,0.008632933857912138,0.008632933857912138,0.958401612756571,False,Very Weak,Positive,39,0.1209991987179487,0.8150000000000001,0.06563129427632057,1.233231084531918,2.8057128389264983
WMT,1_day_ahead,-0.1370586238650925,0.1370586238650925,0.4053978660933215,False,Very Weak,Negative,39,0.1209991987179487,0.8150000000000001,0.06563129427632057,1.233231084531918,2.8057128389264983
WMT,2_day_ahead,0.09546602313392143,0.09546602313392143,0.5685839502144829,False,Very Weak,Positive,38,0.1209991987179487,0.8150000000000001,0.06563129427632057,1.233231084531918,2.8057128389264983
WMT,3_day_ahead,0.08771660233544347,0.08771660233544347,0.6056846445228096,False,Very Weak,Positive,37,0.1209991987179487,0.8150000000000001,0.06563129427632057,1.233231084531918,2.8057128389264983
WMT,5_day_ahead,-0.2389043443813996,0.2389043443813996,0.16692361772250314,False,Weak,Negative,35,0.1209991987179487,0.8150000000000001,0.06563129427632057,1.233231084531918,2.8057128389264983
T,same_day,-0.09631594053498545,0.09631594053498545,0.5149023284610447,False,Very Weak,Negative,48,0.14403555074753302,0.6114285714285714,-0.2851308847827046,1.4407019961212917,-13.74237387880961
T,1_day_ahead,0.19707974606174894,0.19707974606174894,0.17939255787353736,False,Very Weak,Positive,48,0.14403555074753302,0.6114285714285714,-0.2851308847827046,1.4407019961212917,-13.74237387880961
T,2_day_ahead,0.09646284108455658,0.09646284108455658,0.5189173995868148,False,Very Weak,Positive,47,0.14403555074753302,0.6114285714285714,-0.2851308847827046,1.4407019961212917,-13.74237387880961
T,3_day_ahead,0.16198549147387725,0.16198549147387725,0.282139028235981,False,Very Weak,Positive,46,0.14403555074753302,0.6114285714285714,-0.2851308847827046,1.4407019961212917,-13.74237387880961
T,5_day_ahead,0.24827392596018896,0.24827392596018896,0.10416063445003294,False,Weak,Positive,44,0.14403555074753302,0.6114285714285714,-0.2851308847827046,1.4407019961212917,-13.74237387880961
BA,same_day,0.45854370616272755,0.45854370616272755,0.008303008877659019,True,Moderate,Positive,32,-0.04517885565612839,0.9724999999999999,-0.03543323956079619,1.6853070542086397,-1.0928964451558398
BA,1_day_ahead,0.038189075897433145,0.038189075897433145,0.8356111423671505,False,Very Weak,Positive,32,-0.04517885565612839,0.9724999999999999,-0.03543323956079619,1.6853070542086397,-1.0928964451558398
BA,2_day_ahead,-0.30874561191524663,0.30874561191524663,0.09103718428487277,False,Weak,Negative,31,-0.04517885565612839,0.9724999999999999,-0.03543323956079619,1.6853070542086397,-1.0928964451558398
BA,3_day_ahead,0.0399437773619036,0.0399437773619036,0.8340047657332241,False,Very Weak,Positive,30,-0.04517885565612839,0.9724999999999999,-0.03543323956079619,1.6853070542086397,-1.0928964451558398
BA,5_day_ahead,0.07795377337680084,0.07795377337680084,0.6933690971128001,False,Very Weak,Positive,28,-0.04517885565612839,0.9724999999999999,-0.03543323956079619,1.6853070542086397,-1.0928964451558398
