ticker,lag_period,correlation,correlation_abs,p_value,significant,strength,direction,valid_data_points,avg_sentiment,sentiment_range,avg_daily_return,return_volatility,price_change_pct
AAPL,same_day,0.7070385576351811,0.7070385576351811,0.07562777286547365,False,Strong,Positive,7,0.12392632095889619,0.3610723514211886,0.7693287789112159,1.8395698216449927,5.406277045123876
AAPL,1_day_ahead,-0.34156364769561853,0.34156364769561853,0.4533677871077578,False,Weak,Negative,7,0.12392632095889619,0.3610723514211886,0.7693287789112159,1.8395698216449927,5.406277045123876
AAPL,2_day_ahead,-0.8794253837651455,0.8794253837651455,0.02093088588164924,True,Strong,Negative,6,0.12392632095889619,0.3610723514211886,0.7693287789112159,1.8395698216449927,5.406277045123876
AAPL,3_day_ahead,-0.1302064360058169,0.1302064360058169,0.8346856576751787,False,Very Weak,Negative,5,0.12392632095889619,0.3610723514211886,0.7693287789112159,1.8395698216449927,5.406277045123876
AAPL,5_day_ahead,0.21380976686621567,0.21380976686621567,0.8628254631625182,False,Weak,Positive,3,0.12392632095889619,0.3610723514211886,0.7693287789112159,1.8395698216449927,5.406277045123876
JPM,same_day,0.1208499229594763,0.1208499229594763,0.5099902125474554,False,Very Weak,Positive,32,0.10685347522847521,0.785,0.1357993821572912,1.1773152472347912,3.0694319727602712
JPM,1_day_ahead,0.11433434277615136,0.11433434277615136,0.5332261059211466,False,Very Weak,Positive,32,0.10685347522847521,0.785,0.1357993821572912,1.1773152472347912,3.0694319727602712
JPM,2_day_ahead,-0.11681324856761137,0.11681324856761137,0.5314397609483215,False,Very Weak,Negative,31,0.10685347522847521,0.785,0.1357993821572912,1.1773152472347912,3.0694319727602712
JPM,3_day_ahead,-0.03686915872543841,0.03686915872543841,0.8466258063538196,False,Very Weak,Negative,30,0.10685347522847521,0.785,0.1357993821572912,1.1773152472347912,3.0694319727602712
JPM,5_day_ahead,0.23204466841345064,0.23204466841345064,0.2347598643414855,False,Weak,Positive,28,0.10685347522847521,0.785,0.1357993821572912,1.1773152472347912,3.0694319727602712
UNH,same_day,0.18726513501591124,0.18726513501591124,0.2291825310648108,False,Very Weak,Positive,43,0.06599738455988456,1.1683333333333334,0.45074580776155126,1.8023546286410344,21.660541851537758
UNH,1_day_ahead,0.06881146627519533,0.06881146627519533,0.6610594006946228,False,Very Weak,Positive,43,0.06599738455988456,1.1683333333333334,0.45074580776155126,1.8023546286410344,21.660541851537758
UNH,2_day_ahead,-0.060131590262749626,0.060131590262749626,0.7052230861969307,False,Very Weak,Negative,42,0.06599738455988456,1.1683333333333334,0.45074580776155126,1.8023546286410344,21.660541851537758
